full_name,class,section,marks_english,marks_maths,marks_physics
Silvester Haining,9,3,59,37,77
Georgeanna Benito,4,3,79,68,7
Winn Simnett,12,2,8,23,41
Petunia Campaigne,3,2,17,41,69
Peyter Kobiela,5,2,4,96,87
Tuck Harrington,7,1,42,75,2
Hillary Eddison,1,2,69,67,20
Clayborne Clist,12,2,74,52,37
Creight Vaneschi,12,3,44,30,61
Elonore Clynman,8,3,90,77,6
Martynne Pane,4,3,73,73,87
Lenee Gandrich,8,1,17,60,77
Rolland Frend,5,1,92,62,64
Christal Compfort,2,3,87,83,32
Wendie Jeavons,1,3,81,50,8
Haze Curtis,9,2,31,92,22
Concordia Sporle,7,1,45,16,57
Olive Mabson,7,3,3,85,3
Helyn Norree,3,2,36,70,11
Kirby Dutteridge,12,2,19,48,33
Kiri Okell,6,2,56,14,6
Christopher Golborn,5,1,83,25,70
Freda Cottie,1,3,5,91,93
Christoph Oxtarby,2,2,85,22,53
Jareb Sackes,9,1,40,82,32
Falkner Kellogg,12,3,36,89,6
Hagan Werrett,7,1,12,4,91
Pammy MacHarg,5,3,59,11,47
Beatrisa Bernot,4,3,10,62,18
Iggy McCandie,1,1,95,24,32
Libbi Brims,12,1,10,27,61
Lise Faltskog,10,2,52,81,61
See Jedras,9,3,66,71,85
Cris Limeburner,2,2,17,67,94
Addy Kimbury,5,1,50,31,68
Selig Teggart,8,3,34,96,25
Kevon Bridge,12,2,35,1,88
Eolanda Endacott,3,2,64,92,53
Jorgan Stegel,3,3,3,72,21
Sumner Ainslie,6,3,29,48,94
Danell Blackesland,2,1,29,56,2
Sarene Steer,4,2,19,50,89
Stacie Reisenberg,2,2,25,66,10
Mellicent Jiranek,3,2,77,25,50
Marylin Darling,2,1,60,22,15
Patrice Nunnery,5,2,90,3,61
Ophelia Torrie,3,3,87,59,74
Kelila Mastrantone,12,1,74,91,37
Roby Peevor,7,3,15,97,81
Sheryl Colquhoun,10,1,100,13,47
Rudd Ferronier,8,3,81,6,99
Ody Le Sieur,2,1,2,87,28
Sherwin La Croce,2,1,49,24,54
Lulita Fisbey,9,3,14,96,44
Thacher Lurcock,3,1,2,89,17
Irita Chiese,10,2,82,37,80
Sidonia Gomm,10,2,25,35,1
Gabe Dudlestone,12,2,92,25,82
Gus Kelso,5,3,71,51,57
Joellen Crockley,9,2,35,30,27
Delainey Merwe,4,3,60,21,74
Bibby Paradis,5,3,83,55,52
Noble Lansberry,3,2,54,66,87
Felic Cooksey,6,1,68,13,65
Marabel Kidds,2,3,89,98,7
Kenon Turnbull,7,1,65,67,35
Frederick Sharrard,9,1,14,51,89
Lindsay Mephan,2,3,84,86,87
Mauricio Dobbin,6,2,52,53,63
Ulberto Hourston,9,3,14,46,93
Akim Ivakhin,7,3,71,36,74
Zelig Winkle,7,2,81,12,40
Taffy Barhems,12,3,99,86,6
Pietro Goacher,7,1,90,75,7
Haze Verty,7,3,78,7,91
Donn Rivalland,10,1,82,65,92
Adolphus Hartle,6,1,84,99,32
Tania Tulloch,4,3,6,70,33
Isadora McInteer,5,1,62,75,28
Cad Mennell,4,2,54,32,13
Abbie Danbrook,6,2,53,82,29
Stefano Spanton,12,1,86,87,48
Goddard Cudihy,1,2,14,42,48
Muffin Bygate,9,1,34,71,55
Delcine Dobrowski,7,1,69,14,48
Sven Corday,8,2,1,60,13
Marve Dancy,10,2,50,86,93
Arturo Yedy,3,2,1,86,93
Ilise Stormouth,10,3,47,7,84
Bobbye Branni,8,2,91,92,88
Morissa Aleksandrov,10,2,67,74,40
Florry Wetwood,2,3,18,19,58
Maren Hagerty,2,3,12,40,93
Sindee Mees,9,2,30,29,39
Salomone Gillison,10,3,63,81,53
Celestia Redmire,12,1,21,53,71
Lutero Harwood,7,2,83,69,53
Emanuele Bello,5,3,50,50,91
Symon Fearenside,4,1,56,69,20
Steffie Hannaway,7,3,4,32,26
Glori Ruthven,1,3,57,91,48
Mair Gobat,1,3,11,23,81
Cosmo Ortner,9,2,97,73,81
Gnni Meech,4,1,69,72,16
Sandye Dumphy,2,1,3,66,73
Xaviera Coffelt,8,2,64,90,56
Esta McCreath,8,3,55,35,25
Hubert Osmon,5,2,36,91,21
Alick Heape,8,2,72,48,27
Saul Serris,4,3,89,23,83
Zebadiah Riseam,4,3,1,65,99
Ivy Wastie,9,1,78,89,61
Calla Gosselin,7,3,43,96,93
Clyve Billingsly,4,1,60,76,3
Hedy Livermore,9,3,3,21,36
Alli Fanning,3,3,44,79,64
Otto Pock,9,2,38,89,56
Pierce Suddock,5,1,100,85,19
Gerhard Scarff,8,1,100,69,70
Bernardo Fuxman,5,3,70,36,76
Melvyn Collishaw,8,2,72,79,63
Donalt Tiley,11,3,53,21,69
Lenci Eversfield,6,3,14,9,33
Brendis Limbrick,9,3,69,55,12
Tulley Hufton,9,3,54,89,45
Friedrick Hartland,2,1,17,46,26
Flint Wash,6,2,88,30,77
Alexandro Leonarde,3,3,46,57,49
Amii Double,2,3,8,38,26
Clarie Lefort,8,1,28,17,53
Stacy Wilstead,12,2,87,19,47
Joya Dutton,11,3,15,7,54
Mada Crampton,11,3,37,56,59
Hewet Bleasdale,4,3,62,59,71
Costa Niven,7,3,15,57,43
Reuven Quinn,7,1,32,86,69
Ignazio Rawlin,5,1,95,97,1
Zollie Harden,10,3,33,18,87
Menard Cusick,4,2,5,96,30
Elliot Pele,5,3,77,61,12
Svend Lamyman,3,1,30,77,8
Shanon Ulyet,3,3,16,69,74
Kalinda Sudell,11,2,52,9,87
Manda Fendley,10,2,6,71,62
Cullie Hudless,6,2,8,93,62
Sibelle Curado,2,2,87,11,38
Robbert Dunrige,4,2,50,45,82
Claudian Heakins,5,2,17,22,14
Cob Bodicum,7,1,25,88,47
Gypsy Waleworke,2,2,9,85,38
Burch Kemery,6,2,96,90,38
Pavel Banck,8,1,20,15,98
Ase Vanichkov,5,1,2,28,81
Anson Dallimare,3,3,2,20,27
Wilie Rimbault,1,1,79,63,78
Carlie Clerke,10,2,36,36,74
Eldridge Hetterich,7,1,27,49,49
Rube Sambles,5,3,60,53,69
Son Brakewell,6,1,20,46,12
Stavro Tuffell,9,3,18,78,90
Delano Padberry,2,2,84,31,94
Marybelle Tonsley,10,3,49,88,91
Winifield Palphreyman,2,3,58,46,52
Alf Physick,4,3,19,69,52
Margi Duckfield,6,1,29,75,24
Rycca Sutherns,8,3,43,44,100
Flynn De la Barre,2,2,76,16,30
Nan Butts,5,3,86,4,75
Rance Drewry,8,2,64,69,8
Jean Elliott,8,3,54,16,86
Jeniffer Mouse,12,1,46,67,58
Conny Camerana,6,1,15,57,72
Robbie Callam,7,3,47,64,37
Fulvia McLaine,6,2,81,99,46
Jenda Ilyinski,8,3,51,42,53
Vanni Sachno,5,3,65,99,19
Leroy Bumby,3,2,22,51,58
Fara Baker,10,1,57,69,80
Pooh Kiehne,10,2,92,93,45
Jerry Tippetts,12,1,100,30,4
Ronica Unger,10,1,16,57,70
Korry Cassin,1,1,43,67,34
Elaina Wettern,9,3,58,56,54
Gallard Alen,9,1,97,10,62
Nealy Quogan,10,3,48,27,39
Dario Borleace,10,3,90,46,5
Garvey Fillon,7,2,49,59,9
Jacquelyn Zukerman,5,1,54,79,100
Alexa Purvis,6,3,52,41,53
Hallie Scarsbrick,12,1,87,40,87
Marchall Raddon,3,1,47,75,53
Joana Thairs,5,3,20,41,94
Adan Bosworth,6,1,40,79,9
Amabelle McKern,10,1,19,13,66
Tish Pilcher,4,3,16,33,57
Amy Letcher,8,1,55,66,40
Jania Grioli,9,2,80,91,98
Laurice Farra,9,3,57,43,5
Sheena Harrington,10,2,3,15,71
Nat Hixson,9,2,69,76,80
Emili Sherar,1,1,25,44,8
Bryanty Dallon,5,2,6,79,51
Patsy Boxhall,1,2,10,87,79
Shae Jarad,3,1,26,69,47
Kayle Molder,6,2,42,62,54
Herc Madison,7,1,68,87,34
Dene Imlen,2,3,18,86,2
Charil Cristofano,2,2,9,3,96
Mirabelle Moorman,7,1,88,77,45
Kelbee Menichini,10,3,83,34,36
Caressa Searles,7,3,62,5,68
Evie Ravenscroft,5,2,83,83,56
Gabrila Dowse,6,2,73,78,20
Yancy Woodburn,7,2,6,48,25
Allissa Swatheridge,3,3,75,11,92
Almeria Semechik,11,2,69,37,26
Lenette Jagger,1,1,48,56,45
Danette Lochhead,7,1,59,25,92
Roch Mallabund,5,3,54,6,49
Rolf Androletti,1,2,45,5,24
Catharine Oxbie,10,3,1,50,99
Mirilla Londing,2,2,67,94,38
Jethro Quinane,6,1,9,99,31
Annette Aleveque,9,1,30,50,86
Carita Stokes,6,2,21,3,30
Stanislaw Brislan,9,3,56,4,40
Devi Scanterbury,3,3,4,72,55
Harry Vaughan-Hughes,5,3,22,58,71
Durante Ferrettini,5,3,50,61,27
Tasha Barber,6,1,62,72,75
Halsey Ballefant,5,3,39,91,23
Felicia Buchett,1,2,86,100,54
Emalee Pargetter,11,1,86,82,50
Rozina Dorkens,7,3,5,41,48
Nikita Wapple,11,3,51,33,34
Elden Strangeway,8,2,65,62,28
Verna Alps,8,2,33,59,29
Fawn Hazeman,4,1,50,69,16
Neysa Aumerle,5,3,98,66,7
Nikolos Loadman,7,3,27,10,93
Ramon Bruckstein,8,1,58,61,25
Leela Pearcy,9,2,67,63,16
Gaye Lintin,5,3,75,96,97
Goraud Keating,8,2,47,46,31
Stacee Unthank,4,2,23,46,97
Stephana Braysher,4,3,87,67,31
Octavia Ruffli,5,2,25,57,33
Alvis Likely,3,1,41,11,97
Lurette Dimitrie,2,1,18,74,33
Anya Spinige,5,3,38,85,83
Chariot Ballefant,10,1,28,22,38
Nevil Vakhonin,5,1,59,4,16
Jacquenetta McCourtie,1,3,26,64,93
Darbie Folkerd,6,2,91,53,59
Palm Rhoddie,7,1,70,73,78
Bendick Foskett,6,1,86,85,11
Shirleen Napolitano,7,1,28,12,100
Mattheus Colten,8,1,76,42,57
Staford Schottli,12,2,65,33,5
Joete Josupeit,7,2,59,54,98
Karlen Lubomirski,1,1,1,33,62
Quintina Cripps,12,3,30,16,46
Josephine Poulson,4,3,6,84,17
Tobey Dorn,8,2,61,6,28
Vyky Brixham,2,1,6,55,27
Nomi Ronci,6,1,71,58,78
Lesley Lynd,9,1,80,63,9
Willy Cancelier,4,3,33,41,59
Eyde Blanking,1,1,5,50,3
Malvina Duddin,11,1,22,83,76
Aurel Baumford,6,1,13,79,83
Ceciley Lambertini,6,3,60,96,79
Hurleigh Cattlow,10,2,96,42,60
Jeannette O' Scallan,11,2,78,23,97
Carmel Oxbe,8,1,65,50,69
Florrie Rosingdall,8,2,18,84,76
Barbabra Ovens,10,1,71,40,40
Terra Tonkinson,9,1,24,63,62
Hamil Collcott,9,3,63,93,2
Alfy Bech,1,1,11,9,67
Aundrea Demetr,11,3,13,53,95
Ashbey Blaschek,9,3,26,26,34
Sheffie Godden,3,2,50,79,84
Pincus Bourdon,7,3,39,84,37
Tamera Hostan,8,3,4,66,41
Engracia Geer,1,1,86,41,81
Ange Corran,12,1,20,81,88
Toddy McTrustrie,8,3,64,44,48
Tarrah Pareman,6,2,43,77,32
L;urette Tresise,12,3,83,35,91
Randell McLarty,2,2,79,100,76
Taite McIlmorow,1,2,33,34,82
Meridith Horlick,4,3,100,5,33
Mylo Konmann,6,2,64,55,72
Valentia Conman,4,3,13,6,78
Guthrey Wasbey,7,3,30,88,32
Marketa O'Corrin,1,1,87,29,7
Martina Winham,9,2,55,60,22
Nina Ferrini,12,2,8,11,59
Prent Tadgell,9,1,72,99,2
Georgina McGawn,3,3,88,22,90
Eran Sein,7,1,84,80,37
Lucy Shoulders,11,2,38,78,82
Mace Cluley,4,1,59,72,74
Kizzee Abramson,5,3,21,11,49
Vladamir Dowding,12,2,2,31,37
Damien Chapman,4,3,70,86,83
Arline McGawn,11,2,5,91,4
Florence Heisler,8,1,64,8,82
Granthem Wishkar,4,2,5,8,47
Alene Wohler,8,3,19,39,54
Lowrance Awde,6,1,12,29,55
Dawn Gheeorghie,11,1,5,3,77
Marika Horrod,7,3,97,47,79
Anson Woolway,5,1,35,18,17
Roosevelt Woodhall,1,3,52,42,8
Fitzgerald Rosbottom,5,1,63,28,16
Shelby Auden,11,3,57,93,20
Denyse Baselio,9,2,28,6,8
Ennis Pember,12,1,80,37,68
Curran Marusik,3,2,67,10,70
Tonye Mattis,12,2,11,9,18
Jackquelin Crandon,6,2,43,52,90
Stirling Paniman,11,1,15,1,13
Bobby Exton,1,2,49,60,74
Ranna Klouz,1,1,72,36,32
Katina Bevis,6,3,80,73,20
Sigmund Melin,12,2,23,55,59
Jourdan Lander,7,3,22,24,53
Zonnya Eggle,12,1,48,45,35
Tiebold Jansens,7,3,69,10,4
Prissie Yurmanovev,11,2,76,11,67
Edsel Cushelly,8,3,97,61,57
Gabriell McEntagart,3,3,37,35,64
Woodman Galbreath,2,1,13,94,67
Merrilee Feighry,5,1,7,100,70
Wilhelmine Balser,1,1,48,22,3
Shane Borlease,7,2,67,98,58
Faustina Blunt,11,2,24,11,88
Lucilia Sauvan,7,2,12,83,4
Jordana Girodin,12,2,67,60,76
Consuela Scougall,7,2,23,65,36
Ynes Bidnall,8,3,66,28,56
Darcey Josovich,12,3,82,9,47
Marten Pauli,4,3,19,42,69
Jamison Colgrave,3,1,78,26,20
Beverly Skea,12,1,85,30,21
Norri Woodroofe,8,2,100,42,4
Erv Estrella,3,2,76,47,75
Alfonse Sottell,9,2,91,83,26
Babs Longbothom,4,1,41,23,67
Noami Rickaert,4,3,45,11,43
Freeman Tregust,7,1,100,44,22
Gayelord Bustard,10,3,22,64,70
Aloise Asty,2,2,57,66,26
Smitty Luthwood,2,1,26,83,64
Heriberto Farrar,1,3,76,80,71
Jody Moisey,4,1,46,41,68
Rosalie Gamble,3,1,21,8,8
Xerxes Durrand,4,1,49,11,42
Consalve Bickell,3,2,92,42,26
Hakim Biggs,9,3,89,3,57
Annmaria Simmins,3,1,5,59,32
Doll Tocque,5,3,83,20,28
Dunn Hardie,7,1,88,48,61
Natassia Bourke,3,2,49,23,97
Trev Sheard,10,3,86,47,23
Edgard Priestman,12,1,68,23,41
Teriann Sivier,8,1,41,28,49
Amandy Cayle,5,3,97,12,50
Bellina Applewhaite,1,3,62,37,94
Remy Haestier,7,3,31,87,34
Chrissie Tort,2,2,2,80,48
Jessika Tranfield,1,1,63,31,69
Robinia Ferns,4,3,88,70,24
Trudie Standfield,11,1,73,65,31
Teddie Capini,2,3,63,49,95
Englebert Farra,1,3,63,3,20
Theda Sumpter,5,3,63,53,15
Tiena Berridge,6,1,68,87,85
Elden Coathup,4,3,51,13,79
Hali Ziem,7,3,22,27,99
Minni Stainburn,7,3,32,82,78
Moss Jasper,5,2,51,82,42
Malchy Darrigrand,5,2,64,13,87
Lauryn Castello,6,1,60,17,60
Aile Ghirigori,7,3,51,16,20
Lulita Lapwood,5,2,1,45,8
Cairistiona Tumayan,6,3,85,27,39
Christos Slade,12,2,54,69,72
Norton Ashby,8,1,9,26,81
Shaine Lauderdale,7,3,70,54,97
Vinny Alywin,1,2,13,33,18
Lea Brydie,8,2,91,75,87
Colas Stirley,5,3,21,44,37
Sioux Ivory,1,3,11,56,24
Darryl Lindborg,12,1,4,2,55
Jemie Leppo,11,3,60,71,59
Gusty Jagiello,9,2,52,12,12
Farica Wisher,10,2,92,62,66
Albina Pochin,10,3,75,35,26
Kary Howsego,7,2,38,96,48
Arnie Rack,8,2,44,85,74
Gipsy Worsom,9,2,76,57,81
Emmeline Gitthouse,4,2,66,87,85
Roseann Cahey,4,1,80,47,43
Lola Alessandrini,2,1,94,84,60
Vaclav Fleeman,6,3,73,62,22
Deirdre Yanele,12,1,3,74,78
Tabitha Klosser,2,3,75,84,45
Austin Jalland,6,3,86,91,48
Huberto Gofford,1,1,16,89,37
Gracia Hanratty,10,3,19,18,43
Justus Langdon,6,2,39,66,82
Gram Darragon,5,3,17,78,6
Jess Gunner,9,1,67,67,25
Janette Sieghard,2,1,36,34,92
Carleen Proschek,1,2,36,40,36
Colene Strathern,8,3,85,51,13
Sheeree Glenton,12,2,65,58,61
Lisetta Skirven,6,1,91,42,84
Asa Rayment,7,2,96,85,80
Theodoric Hoggan,3,1,53,11,82
Orson Size,6,1,94,28,11
Elspeth Izzatt,8,3,85,1,100
Jojo McKeeman,11,3,10,93,85
Coretta Hazelby,12,3,57,3,93
Lory Caisley,1,2,63,28,23
Martelle Cockill,12,1,78,62,74
Becca Quadri,8,3,26,8,29
Jeni Roger,6,2,13,32,38
Trumann Roe,7,3,66,39,20
Vernen Attwool,5,3,31,13,56
Christophorus Jentet,2,3,16,57,61
Benetta Gorch,9,2,3,40,55
Granthem Khan,1,3,70,24,84
Payton Borleace,3,3,84,63,1
Sarena Dacres,9,2,52,43,91
Donnie Gravenall,4,2,23,90,55
Regen Riditch,4,1,6,18,44
Alana Esh,4,1,60,52,6
Broderick Weatherall,7,1,33,16,94
Van Ladbury,7,3,38,75,51
Chuck Sanger,9,2,54,78,58
Ernst Biasotti,11,3,87,68,95
Shaw Goggins,9,1,17,94,45
Selby Pirdy,12,2,34,2,66
Ambrosi Hallahan,4,3,23,10,77
Rafe Caygill,4,2,82,28,82
Amalie Mauchlen,7,1,35,3,77
Alica Jewett,7,1,32,42,8
Al Sworn,7,2,44,62,41
Lee Andrysiak,7,2,98,2,66
Alasteir Ducker,11,3,22,47,81
Susie Detoc,2,1,13,60,38
Doe Spalding,1,2,55,97,22
Carola Jaggar,6,3,18,85,53
Renault Rounce,9,1,27,33,42
Darwin Skip,9,1,29,73,72
Lori Mikalski,9,2,77,16,24
Felicity Westcot,9,2,51,1,22
Lorettalorna Gillease,10,1,24,3,14
Jessalyn Carnson,11,2,80,78,22
Rozanne Jakubowicz,6,2,64,53,27
Deb Benardette,12,3,59,14,49
Clementia McRannell,12,1,75,91,14
Amalee Carnachen,6,3,69,58,60
Nadiya Braidon,1,2,33,2,61
Ruben Elgie,2,2,99,64,42
Derry Britner,11,3,86,59,34
Lise Sate,7,3,34,44,25
Lyndsay Sturgis,6,2,51,37,99
Andi Crocumbe,2,3,22,63,45
Jillene Whanstall,10,3,11,85,58
Munroe Ingerson,1,2,12,12,81
Conney McGoldrick,2,3,6,8,16
Mick Vlasov,7,2,81,50,12
Vanni Petts,12,2,79,8,100
Henderson Riggoll,1,3,17,98,41
Annelise Malitrott,5,3,100,91,30
Roslyn Scrane,2,2,4,8,6
Sebastiano Penvarne,9,1,96,41,1
Norry Dade,6,2,17,63,8
Malvina Royds,9,1,19,19,55
Shaylyn Hallahan,1,2,50,53,50
Cristen Bithany,7,3,69,17,33
Alanna Baggalley,7,3,94,72,63
Barney Babbage,3,2,5,16,34
Federico Suttaby,2,3,58,37,88
Caterina Sermin,6,1,70,38,65
Jackqueline Guthrum,7,3,49,24,47
Donelle Rainon,9,2,49,74,15
Mel Siveter,7,1,60,38,12
Lyda Leates,8,2,53,57,14
Benito Meron,1,2,21,95,12
Lolita Baitman,12,1,12,91,41
Seumas Cecil,12,2,67,59,25
Brade Pipe,3,2,33,61,74
Aile McGrale,7,2,91,42,26
Adore Stanwix,9,3,75,38,72
Rowland Kenlin,2,2,19,100,17
Devora Pettiford,9,1,21,75,74
Matthieu Dyke,11,3,6,100,47
Lea Saing,2,2,47,38,93
Maddi Caddick,4,3,16,30,64
Penelopa Coniam,9,1,55,54,81
Brook Arkell,1,2,97,96,73
Christiano Eby,12,3,57,91,8
Jilli Seers,4,3,62,7,40
Clementine Bradmore,1,2,57,38,57
Mikael Bold,5,1,98,21,50
Earlie Cockroft,6,1,22,57,37
Gunter Prestie,8,3,48,51,28
Georgi Caine,5,3,56,23,71
Jonell Foxley,11,3,53,58,46
Berton Chessil,4,1,56,13,72
Zea Nanuccioi,5,1,6,26,52
Ephrayim Enrrico,8,1,79,90,99
Lidia Kenrack,1,1,36,60,7
Theresita Clinton,8,1,29,34,89
Henka Bortolazzi,12,1,90,67,20
Dugald Elcoux,6,3,24,62,49
Willabella Clapison,5,3,37,33,18
Bentlee Pringell,4,2,32,37,85
Ara Beedell,9,1,31,82,62
Jozef Persence,1,3,91,71,20
Spence De la Barre,8,2,46,34,34
Lucine Matyushkin,11,3,32,84,43
Monte Cancellor,2,3,53,66,71
Roselin Hugnet,6,2,79,1,49
Munroe Magenny,9,1,42,52,88
Andrea Archbold,9,1,34,59,41
Joshuah Beaushaw,9,2,74,100,35
Mahmud Plowright,5,3,69,18,9
Merrilee Loughlan,6,3,1,80,24
Dunn Aldhous,4,1,68,3,25
Ronna Longstreet,9,3,14,77,63
Lane Slafford,2,3,69,6,35
Jabez Wooffinden,1,1,90,32,15
Magdaia Raulstone,12,1,100,96,47
Myrtie Manneville,4,2,37,11,29
Preston Diegan,2,2,50,11,58
Gerda Ferrey,11,2,19,99,42
Cristine Bowden,6,2,100,77,9
Desiree Pessel,10,2,17,61,94
Michael Summerley,6,2,94,32,6
Ezra Sazio,2,2,41,96,55
Miran Base,5,2,21,62,23
Emilio Maudlin,8,1,76,42,80
Clare Chastagnier,11,2,81,6,28
Kylynn Meldrum,8,1,85,63,68
Fairlie Lamble,3,1,43,78,29
Agata Parmenter,4,2,25,13,73
Teador Dalliwater,11,2,73,46,53
Tabbatha Fairburn,7,1,2,68,92
Aldwin Bettleson,9,2,54,55,12
Nanny Strowther,5,3,28,71,34
Clim Ohrtmann,10,2,51,98,62
Edward Bartlett,7,1,10,81,5
Roland Hewertson,7,3,89,20,65
Shae Trazzi,4,2,17,32,61
Hilton Osmon,1,1,25,88,62
Karim Soares,2,3,19,25,81
Brena Jeffryes,5,3,48,8,15
Becky Beller,12,2,91,83,11
Nikolaos Ingleton,10,1,17,9,95
Vassili Caccavella,7,3,25,89,80
Ginny Adami,12,2,100,62,40
Lucian Craster,6,1,49,39,28
Joyous Mathen,3,1,77,82,17
Candra Markos,5,1,44,25,97
Marje Wiz,1,1,13,68,42
Eleni Grandham,12,2,27,9,61
Amil Barthelemy,2,2,45,68,8
Glennie Standbrooke,4,2,42,78,97
Sunshine Hudel,12,3,92,62,88
Gunther Poskitt,1,1,72,42,25
Salomon Agget,8,1,64,86,8
Lillian Blagden,4,2,25,1,73
Trudie Saintsbury,7,3,16,21,50
Christyna Vause,8,3,94,24,80
Killy Arber,2,3,56,1,43
Ferris Studman,7,3,30,23,42
Reagen Cattle,12,3,1,66,73
Ronald Olliff,7,1,17,46,64
Justus Larchier,6,2,86,27,75
Nilson Wheelwright,10,1,61,53,8
Erick De Blasio,10,2,70,37,46
Ricky Widdup,9,3,28,53,23
Marita MacKim,1,1,15,29,31
Shannon Fishlock,4,3,57,1,35
Erskine Dumpleton,8,3,32,48,61
Joshua Crosham,2,1,7,91,42
Nicki Cane,2,3,94,45,31
Dex Caulwell,4,3,90,30,54
Jayson Eason,6,2,32,17,58
Adolpho Najera,2,2,18,50,21
Adolph Doelle,11,3,72,67,38
Alfonso Ramalho,7,2,69,50,17
Meridith Graveston,8,2,14,77,27
Darren Fanti,8,2,31,66,52
Augustus Hooban,12,1,19,31,33
Sari Littlejohns,9,3,44,38,84
Linn Dufton,9,1,46,25,96
Dav Clemson,11,2,16,88,34
Hyatt Patel,6,2,47,33,64
Ferne Antrag,3,2,75,93,45
Hillie Vyvyan,1,2,96,86,19
Alica Fairham,5,3,3,86,33
Gwyneth Heathcoat,3,2,67,29,79
Stanley Vasilchenko,6,1,39,29,100
Danni Spaight,7,3,32,15,66
Amii Whitlaw,10,2,96,42,79
Dehlia Fulton,8,2,25,25,42
Ashly Belliss,8,1,56,15,41
Viva Aleksankin,6,1,80,77,91
Selig Lawey,11,3,81,30,58
Charmine Hempel,1,1,91,9,87
Katusha Yeandel,6,2,49,59,82
Noelyn Kester,8,3,74,69,43
Gisella Camamill,3,3,62,36,7
Pace Regina,8,3,96,95,26
Christye Studde,4,2,6,19,19
Lonna Carnaman,6,3,30,48,41
Tuckie Karby,9,3,10,69,75
Heidie Lochead,9,3,61,24,3
Adelaide Lind,10,2,39,76,34
Rochette Quenell,4,3,75,2,28
Trumann Schooley,9,3,95,48,93
Silva Charley,4,3,47,65,50
Torry Ilyukhov,12,3,47,29,31
Katharina Coultar,11,3,95,63,63
Hilliard Witherbed,6,1,91,53,100
Oralia Whyffen,12,2,99,22,4
Jasmin Molian,9,1,52,41,84
Edan Rosenshine,9,2,42,54,94
Adler Yakunkin,10,2,97,77,56
Johny Cianelli,4,1,66,44,8
Zerk Wemm,1,1,79,46,18
Tyrone Emmert,12,2,49,59,27
Candra Bellefant,10,2,64,3,56
Prescott Kingaby,7,1,20,19,93
Ashla Tapscott,1,1,30,42,60
Helena Pullman,10,1,45,50,68
Alex Cholwell,3,2,94,43,26
Terza Cottam,9,3,63,67,99
Victoria Di Pietro,7,3,74,70,99
Randy Duggen,6,2,98,36,25
Sheelagh Jordi,7,2,53,58,11
Gavra Gwin,9,2,77,62,20
Stanislas Schuricht,7,1,19,8,25
Ewart Norrie,1,2,51,81,96
Petunia Gary,4,3,4,23,80
Wilfrid Montier,3,1,1,11,47
Stearne Swales,2,2,19,61,79
Flossi Kington,3,1,94,24,100
Osbourn Learoyd,10,3,47,33,4
Dean Benasik,6,1,44,14,13
Daloris Stocken,7,1,31,63,88
Riobard McGilvary,7,2,16,73,3
Row Leney,4,2,23,100,85
Frasier Poznan,9,2,2,17,70
Olivette Tregona,3,2,66,47,66
Rodolph Simenel,9,2,33,38,3
Torey Mahoney,8,3,31,53,47
Carline O'Hartagan,8,3,70,55,66
Lishe Hinks,2,1,62,96,62
Taddeo Iskowitz,1,2,85,17,79
Shaylyn Howells,11,1,10,5,68
Shellie Houtbie,6,1,6,73,79
Christabel Kardos,8,2,14,1,21
Ki Andover,10,3,57,11,67
Jaime Bleythin,2,2,32,95,90
Valery Meharg,9,3,95,54,45
Deeanne Naughton,2,1,91,99,40
Alexina Whiscard,9,1,4,60,96
Bondy Buckland,3,3,2,90,77
Jana Mar,3,1,35,72,30
Lise Chaise,6,2,28,65,18
Katya Kaminski,5,3,98,33,8
Bartholemy Filpi,8,1,80,98,69
Shea Doughill,11,1,89,67,17
Stanislas Sirr,2,1,58,44,3
Herc Holbarrow,12,1,53,82,65
Devin Vineall,9,2,68,34,47
Natty Spehr,1,1,77,11,27
Selia Titterrell,4,2,60,12,31
Obidiah Zannolli,9,3,46,20,46
Cesar Twidell,7,3,41,40,98
Georgetta Aksell,4,2,10,9,85
Genovera Wardrop,9,1,88,48,70
Abra Clynter,2,2,16,96,8
Pet Pideon,9,3,48,77,30
Caddric Donohue,5,1,48,35,63
Merell Varney,6,1,97,92,94
Barbara-anne Smee,8,3,46,37,33
Agnola Ferri,11,1,93,93,3
Sansone Sclater,3,1,2,13,23
Poppy Gearing,2,2,2,23,39
Abigail Blackshaw,3,3,7,53,57
Kakalina Kmiec,9,2,51,3,57
Chloris Moneti,9,2,83,73,61
Calida Ambresin,8,3,83,52,86
Chaunce Blankenship,8,3,69,9,36
Rene Pittet,2,1,98,43,21
Hallie Hacquard,6,1,50,45,76
Rosette Mallinar,5,1,6,16,92
Stanwood Sheere,8,3,31,69,20
Catharine Aubury,12,3,69,43,11
Con Quirk,9,3,76,21,43
Ania Yakuntzov,2,3,79,73,35
Ernie Pobjay,4,3,75,40,56
Rodge Ondracek,9,1,65,48,60
Chancey Ugoletti,5,1,17,99,10
Dana Spadollini,7,1,5,73,97
Lev Malins,12,2,50,15,78
Loren Merriday,9,2,81,69,38
Kyrstin Ovett,12,1,21,42,84
Caria Stuttard,4,3,6,67,97
Lodovico Witherington,4,2,55,57,68
Tasha Springate,6,1,87,54,73
Gard Blacket,7,2,44,55,89
Gilberto Maffulli,10,2,37,54,42
Dewain Bovaird,11,1,65,91,87
Ode Sebire,2,3,41,77,79
Lani Diviny,4,2,32,77,66
